city,year,weekofyear,total_cases
sj,2011,41,64
sj,2011,42,52
sj,2011,43,56
sj,2011,44,48
sj,2011,45,55
sj,2011,46,47
sj,2011,47,47
sj,2011,48,46
sj,2011,49,30
sj,2011,50,36
sj,2011,51,31
sj,2012,52,37
sj,2012,1,29
sj,2012,2,21
sj,2012,3,31
sj,2012,4,28
sj,2012,5,21
sj,2012,6,19
sj,2012,7,18
sj,2012,8,10
sj,2012,9,20
sj,2012,10,10
sj,2012,11,9
sj,2012,12,16
sj,2012,13,16
sj,2012,14,16
sj,2012,15,13
sj,2012,16,13
sj,2012,17,15
sj,2012,18,20
sj,2012,19,11
sj,2012,20,12
sj,2012,21,20
sj,2012,22,16
sj,2012,23,16
sj,2012,24,23
sj,2012,25,30
sj,2012,26,42
sj,2012,27,33
sj,2012,28,19
sj,2012,29,48
sj,2012,30,30
sj,2012,31,48
sj,2012,32,40
sj,2012,33,29
sj,2012,34,51
sj,2012,35,40
sj,2012,36,48
sj,2012,37,64
sj,2012,38,64
sj,2012,39,58
sj,2012,40,60
sj,2012,41,60
sj,2012,42,61
sj,2012,43,62
sj,2012,44,80
sj,2012,45,52
sj,2012,46,47
sj,2012,47,36
sj,2012,48,34
sj,2012,49,33
sj,2012,50,52
sj,2012,51,37
sj,2013,1,40
sj,2013,2,37
sj,2013,3,31
sj,2013,4,35
sj,2013,5,32
sj,2013,6,28
sj,2013,7,25
sj,2013,8,21
sj,2013,9,22
sj,2013,10,19
sj,2013,11,12
sj,2013,12,18
sj,2013,13,23
sj,2013,14,13
sj,2013,15,12
sj,2013,16,15
sj,2013,17,10
iq,2010,26,7
iq,2010,27,5
iq,2010,28,8
iq,2010,29,1
iq,2010,30,2
iq,2010,31,5
iq,2010,32,4
iq,2010,33,6
iq,2010,34,5
iq,2010,35,6
iq,2010,36,6
iq,2010,37,6
iq,2010,38,5
iq,2010,39,5
iq,2010,40,5
iq,2010,41,5
iq,2010,42,6
iq,2010,43,9
iq,2010,44,13
iq,2010,45,6
iq,2010,46,8
iq,2010,47,9
iq,2010,48,10
iq,2010,49,12
iq,2010,50,9
iq,2010,51,6
iq,2011,52,8
iq,2011,1,7
iq,2011,2,9
iq,2011,3,7
iq,2011,4,6
iq,2011,5,6
iq,2011,6,7
iq,2011,7,8
iq,2011,8,8
iq,2011,9,9
iq,2011,10,8
iq,2011,11,8
iq,2011,12,8
iq,2011,13,9
iq,2011,14,8
iq,2011,15,8
iq,2011,16,8
iq,2011,17,9
iq,2011,18,10
iq,2011,19,5
iq,2011,20,7
iq,2011,21,8
iq,2011,22,7
iq,2011,23,6
iq,2011,24,7
iq,2011,25,5
iq,2011,26,6
iq,2011,27,6
iq,2011,28,3
iq,2011,29,4
iq,2011,30,5
iq,2011,31,4
iq,2011,32,4
iq,2011,33,5
iq,2011,34,2
iq,2011,35,2
iq,2011,36,5
iq,2011,37,6
iq,2011,38,6
iq,2011,39,8
iq,2011,40,6
iq,2011,41,8
iq,2011,42,14
iq,2011,43,7
iq,2011,44,6
iq,2011,45,8
iq,2011,46,9
iq,2011,47,9
iq,2011,48,10
iq,2011,49,10
iq,2011,50,9
iq,2011,51,10
iq,2012,52,10
iq,2012,1,9
iq,2012,2,8
iq,2012,3,7
iq,2012,4,7
iq,2012,5,9
iq,2012,6,11
iq,2012,7,8
iq,2012,8,7
iq,2012,9,5
iq,2012,10,8
iq,2012,11,7
iq,2012,12,5
iq,2012,13,8
iq,2012,14,7
iq,2012,15,11
iq,2012,16,11
iq,2012,17,8
iq,2012,18,8
iq,2012,19,4
iq,2012,20,7
iq,2012,21,5
iq,2012,22,6
iq,2012,23,5
iq,2012,24,2
iq,2012,25,4
iq,2012,26,4
iq,2012,27,4
iq,2012,28,4
iq,2012,29,5
iq,2012,30,2
iq,2012,31,4
iq,2012,32,2
iq,2012,33,3
iq,2012,34,4
iq,2012,35,5
iq,2012,36,4
iq,2012,37,5
iq,2012,38,4
iq,2012,39,5
iq,2012,40,3
iq,2012,41,10
iq,2012,42,6
iq,2012,43,11
iq,2012,44,9
iq,2012,45,9
iq,2012,46,13
iq,2012,47,14
iq,2012,48,15
iq,2012,49,10
iq,2012,50,10
iq,2012,51,12
iq,2013,1,11
iq,2013,2,6
iq,2013,3,8
iq,2013,4,10
iq,2013,5,9
iq,2013,6,11
iq,2013,7,10
iq,2013,8,10
iq,2013,9,8
iq,2013,10,10
iq,2013,11,11
iq,2013,12,15
iq,2013,13,11
iq,2013,14,9
iq,2013,15,9
iq,2013,16,11
iq,2013,17,8
iq,2013,18,2
iq,2013,19,10
iq,2013,20,7
iq,2013,21,7
iq,2013,22,7
iq,2013,23,6
iq,2013,24,5
iq,2013,25,5
iq,2013,26,5
